Location,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,13,2,137,84.0,137.0,1.0,6.0,6.0,11.0,c_Unhealthy_for_Sensitive_Groups
4,13,2,137,84.0,137.0,1.0,6.0,6.0,11.0,c_Unhealthy_for_Sensitive_Groups
4,14,0,127,60.0,144.0,2.0,57.0,17.0,46.0,c_Unhealthy_for_Sensitive_Groups
4,14,0,127,60.0,144.0,2.0,57.0,17.0,46.0,c_Unhealthy_for_Sensitive_Groups
4,14,0,127,60.0,144.0,2.0,57.0,17.0,46.0,c_Unhealthy_for_Sensitive_Groups
4,15,18,134,134.0,160.0,2.0,60.0,20.0,50.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,d_Unhealthy
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,d_Unhealthy
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,d_Unhealthy
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,d_Unhealthy
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,d_Unhealthy
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,d_Unhealthy
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,d_Unhealthy
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,d_Unhealthy
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,d_Unhealthy
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,d_Unhealthy
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,d_Unhealthy
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,d_Unhealthy
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,14,18,102,47.0,83.0,24.0,260.0,15.0,20.0,c_Unhealthy_for_Sensitive_Groups
0,14,18,102,47.0,83.0,24.0,260.0,15.0,20.0,c_Unhealthy_for_Sensitive_Groups
0,14,18,102,47.0,83.0,24.0,260.0,15.0,20.0,c_Unhealthy_for_Sensitive_Groups
0,14,18,102,47.0,83.0,24.0,260.0,15.0,20.0,c_Unhealthy_for_Sensitive_Groups
0,14,18,102,47.0,83.0,24.0,260.0,15.0,20.0,c_Unhealthy_for_Sensitive_Groups
0,14,18,102,47.0,83.0,24.0,260.0,15.0,20.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,d_Unhealthy
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,b_Moderate
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
1,2,4,158,70.08,100.82,58.89,0.49,4.4,1.04,d_Unhealthy
